age,income_group,income_section,state,nuts2,district,plz,education,children,job_field_maingroup,job_field_group,religion,religion_practice,religion_christian,religion_islam,migration_b_germany,migration_b_g_city,migration_b_g_state,migration_b_g_nuts2,migration_b_g_district,migration_b_country,migration_s_germany,migration_s_g_city,migration_s_g_state,migration_s_g_nuts2,migration_s_g_district,migration_s_country,migration_region,subject_well_being,innovation,climate_state_manmade,politics_orientation,politics_climate,soc_inequ_climate,covid_coping,covid_finance,unemployment_rate,patent,job_Fulltime,job_Lehre,job_Other,job_Parttime,job_Pensioner,job_Selfemployed,job_Student (School),job_Student (Uni),"job_Unemployed, job seeking","job_Unemployed, not job seeking",marital_status_Divorced,marital_status_Married,marital_status_Umarried,marital_status_Widowed,gender_Female,gender_Male,politics_vote_AfD,politics_vote_Bündnis 90|Die Grünen,politics_vote_CDU|CSU,politics_vote_Die Linke,politics_vote_FDP,politics_vote_Other,politics_vote_SPD
21,1.0,16.0,0,14,139,69115,4.0,,10,28,1,2.0,0,4,1,1684,0,32,99,92,1,3294,0,32,96,82,2020,9.3,6.0,3.0,-0.0883559393493102,3.0,3.0,0.18058881,0.79010016,7,123,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
38,2.0,19.0,0,14,139,69115,6.0,1.0,10,28,2,2.0,7,4,0,2513,16,38,404,26,0,4876,16,38,401,21,2007,6.0,4.0,3.0,-1.570532974854549,4.0,1.0,-0.94753951,-0.87218261,7,123,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
62,1.0,13.0,0,14,139,69115,5.0,2.0,3,13,6,1.0,7,4,1,557,9,38,98,92,1,1141,9,38,95,82,1966,8.0,6.0,3.0,-0.0883559393493102,3.0,3.0,0.18058881,-0.87218261,7,123,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
40,1.0,18.0,0,14,296,69115,6.0,1.0,6,18,1,2.0,6,4,1,319,4,4,48,92,1,594,4,4,45,82,2001,8.0,7.0,3.0,-2.368628301665062,4.0,1.0,1.3087171,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
20,0.0,7.0,0,14,139,69117,4.0,,9,26,1,1.0,0,4,1,859,0,14,141,92,1,1738,0,14,138,82,0,6.7,2.0,2.0,0.3676985331138402,1.0,2.0,-2.0756679,1.6212416,7,123,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
52,2.0,19.0,0,14,139,69118,4.0,2.0,9,25,6,0.0,7,4,1,859,0,14,141,92,1,1738,0,14,138,82,0,5.0,4.0,2.0,0.4817121512296279,0.0,3.0,-2.0756679,-0.87218261,7,123,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
31,0.0,11.0,0,14,139,69120,6.0,1.0,4,44,1,5.0,2,4,1,859,0,14,141,92,1,1738,0,14,138,82,0,8.1,6.0,1.0,0.1966781059401588,3.0,4.0,0.18058881,-0.87218261,7,123,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
33,1.0,18.0,0,14,296,69120,4.0,,4,43,6,0.0,7,4,1,859,0,14,141,92,1,1738,0,14,138,82,0,3.6,4.0,2.0,-0.487403602754567,2.0,1.0,-0.94753951,1.6212416,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
33,0.0,11.0,0,14,139,69120,4.0,,0,11,6,0.0,7,4,1,859,0,14,141,92,1,1738,0,14,138,82,0,4.9,6.0,2.0,-1.000464884275611,3.0,2.0,-2.0756679,0.79010016,7,123,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25,0.0,6.0,0,14,139,69120,4.0,,0,27,6,0.0,7,4,0,2513,16,38,404,65,0,4876,16,38,401,58,2017,6.0,6.0,2.0,0.1966781059401588,2.0,1.0,-0.94753951,-0.041041251,7,123,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
21,0.0,3.0,0,14,139,69120,6.0,,10,28,1,1.0,0,4,1,339,0,14,232,92,1,14,0,14,229,82,1999,4.9,4.0,3.0,-0.0313491302914166,4.0,2.0,-0.94753951,1.6212416,7,123,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
32,2.0,20.0,0,14,139,69121,6.0,,4,8,6,0.0,7,4,1,859,0,14,141,92,1,1738,0,14,138,82,0,9.2,6.0,3.0,-0.6584240299282483,4.0,3.0,0.18058881,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
50,2.0,20.0,0,14,139,69121,6.0,2.0,0,33,1,2.0,6,4,1,2167,0,14,207,92,1,4227,0,14,204,82,1991,6.9,6.0,3.0,0.1966781059401588,1.0,4.0,0.18058881,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
39,0.0,10.0,0,14,139,69121,5.0,,3,13,1,1.0,6,4,1,859,0,14,141,92,1,4485,0,14,295,82,0,6.1,4.0,3.0,-0.7154308389861421,4.0,2.0,0.18058881,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
23,0.0,9.0,0,14,139,69121,4.0,,3,13,6,1.0,7,4,1,859,0,14,141,92,1,1738,0,14,138,82,0,1.0,6.0,3.0,-0.3733899846387793,4.0,1.0,0.18058881,1.6212416,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
65,1.0,18.0,0,14,139,69121,3.0,1.0,10,28,1,3.0,0,4,1,452,0,14,141,92,1,893,0,14,138,82,1956,8.1,7.0,3.0,0.2536849149980525,3.0,2.0,0.18058881,-0.87218261,7,123,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24,0.0,8.0,0,14,139,69121,6.0,,10,28,1,1.0,0,4,1,2228,9,0,365,92,1,4333,9,0,362,82,2021,4.0,4.0,3.0,-0.8864512661598235,0.0,2.0,-0.94753951,0.79010016,7,123,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
27,2.0,20.0,0,14,139,69121,5.0,,3,13,6,0.0,7,4,1,1364,0,14,211,92,1,2671,0,14,208,82,0,6.5,6.0,3.0,-0.7154308389861421,4.0,2.0,1.3087171,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
48,2.0,19.0,0,14,139,69123,6.0,,3,12,1,0.0,6,4,1,2058,0,14,298,92,1,4025,0,32,140,82,0,7.8,6.0,2.0,-1.28549892956508,3.0,2.0,0.18058881,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
40,1.0,18.0,0,14,139,69123,6.0,,10,28,1,4.0,6,4,1,1402,15,33,322,92,1,4524,15,33,319,82,2012,1.0,6.0,1.0,0.4817121512296279,2.0,4.0,0.18058881,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
50,1.0,18.0,0,14,296,69123,4.0,2.0,10,28,6,0.0,7,4,1,859,0,14,141,92,1,1738,0,14,138,82,1971,7.1,6.0,3.0,-1.855567020144018,0.0,4.0,-0.94753951,0.79010016,7,123,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
65,2.0,20.0,0,14,139,69123,6.0,2.0,0,1,1,1.0,0,4,1,1108,10,16,176,92,1,4357,10,16,211,82,2007,7.1,6.0,2.0,0.1966781059401588,2.0,2.0,0.18058881,-0.041041251,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
69,0.0,6.0,0,14,139,69123,7.0,,0,2,1,1.0,6,4,1,622,0,14,108,92,1,1588,0,32,123,82,1982,2.0,6.0,3.0,-0.9434580752177172,2.0,3.0,0.18058881,0.79010016,7,123,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
27,1.0,18.0,0,14,139,69124,4.0,,10,28,1,1.0,0,4,1,859,0,14,141,92,1,1738,0,14,138,82,0,3.8,6.0,3.0,-1.513526165796655,4.0,3.0,0.18058881,-0.87218261,7,123,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
43,2.0,19.0,0,14,139,69124,3.0,2.0,3,40,6,0.0,7,4,1,1782,12,8,78,92,1,397,2,1,32,82,1994,7.1,6.0,3.0,-1.228492120507186,3.0,1.0,-0.94753951,1.6212416,7,123,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
74,1.0,13.0,0,14,139,69124,3.0,2.0,10,28,6,0.0,7,4,1,2285,0,14,298,92,1,4457,0,14,138,82,0,7.1,7.0,3.0,-1.171485311449292,4.0,2.0,-2.0756679,1.6212416,7,123,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
61,1.0,18.0,0,14,139,69124,6.0,2.0,6,20,1,0.0,6,4,1,211,6,6,32,92,1,1089,0,14,295,82,1959,7.0,6.0,2.0,0.1396712968822652,1.0,3.0,0.18058881,0.79010016,7,123,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
34,2.0,20.0,0,14,296,69124,5.0,,7,9,6,0.0,7,4,1,1895,0,14,166,92,1,1151,0,14,163,82,0,4.4,6.0,3.0,-0.0883559393493102,2.0,3.0,0.18058881,1.6212416,7,123,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
46,2.0,21.0,0,14,139,69126,6.0,,6,18,1,1.0,6,4,1,814,5,12,133,92,1,1647,5,12,130,82,1969,8.0,7.0,3.0,0.1966781059401588,2.0,3.0,1.3087171,-0.87218261,7,123,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
71,1.0,17.0,0,14,139,69126,6.0,1.0,10,28,6,1.0,7,4,1,1646,1,21,13,92,1,955,0,14,295,82,1951,8.5,7.0,3.0,-1.228492120507186,0.0,3.0,0.18058881,-0.87218261,7,123,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
26,1.0,12.0,0,14,296,69126,3.0,1.0,8,38,6,0.0,7,4,1,2002,0,14,298,92,1,3927,0,14,295,82,0,6.3,6.0,3.0,-2.311621492607169,2.0,3.0,-3.2037961,2.4523828,7,123,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
57,1.0,13.0,0,14,139,69126,5.0,3.0,10,28,6,0.0,7,4,1,859,0,14,141,92,1,1738,0,14,138,82,0,7.0,6.0,0.0,0.1966781059401588,1.0,4.0,0.18058881,0.79010016,7,123,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
55,1.0,18.0,0,14,296,69168,2.0,2.0,3,13,1,0.0,0,4,1,859,0,14,141,92,1,4681,0,14,295,82,1966,8.0,6.0,2.0,1.621848332387504,2.0,2.0,-0.94753951,0.79010016,7,123,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
25,1.0,17.0,0,14,296,69168,6.0,,0,30,1,2.0,6,4,1,257,9,7,37,92,1,456,9,7,35,82,2018,1.0,7.0,2.0,1.10878705086646,1.0,3.0,0.18058881,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
27,2.0,20.0,0,14,296,69168,6.0,,0,27,1,1.0,6,4,1,859,0,14,141,92,1,4681,0,14,295,82,0,8.1,7.0,2.0,-0.0883559393493102,2.0,3.0,1.3087171,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
59,1.0,14.0,0,14,296,69181,5.0,3.0,10,28,1,2.0,0,4,1,859,0,14,141,92,1,2478,0,14,295,82,0,8.1,6.0,3.0,0.4817121512296279,3.0,3.0,0.18058881,0.79010016,7,123,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
35,1.0,18.0,0,14,296,69181,6.0,,0,27,1,3.0,0,4,1,859,0,14,141,92,1,2478,0,14,295,82,0,7.6,6.0,2.0,1.621848332387504,2.0,2.0,0.18058881,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
37,1.0,14.0,0,14,296,69181,5.0,,3,40,1,1.0,6,4,1,859,0,14,141,92,1,2478,0,14,295,82,0,2.9,6.0,3.0,0.3106917240559465,4.0,3.0,0.18058881,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
72,1.0,18.0,0,14,296,69190,3.0,1.0,3,44,1,1.0,6,4,1,1242,8,13,288,92,1,27,8,13,285,82,1973,7.1,6.0,3.0,1.621848332387504,3.0,1.0,0.18058881,-0.87218261,7,123,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
34,2.0,19.0,0,14,296,69190,5.0,3.0,10,28,6,0.0,7,4,1,333,0,14,166,92,1,2288,0,14,163,82,0,8.9,6.0,2.0,0.7097393874612034,0.0,4.0,-0.94753951,1.6212416,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
55,1.0,14.0,0,14,296,69198,5.0,,6,18,6,0.0,7,4,1,1364,0,14,211,92,1,3876,0,14,295,82,0,8.1,6.0,2.0,0.1966781059401588,2.0,3.0,0.18058881,-0.041041251,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
68,1.0,18.0,0,14,296,69198,3.0,,10,28,1,0.0,6,4,1,1737,0,14,298,92,1,3383,0,14,295,82,0,7.5,6.0,3.0,-0.0883559393493102,4.0,3.0,0.18058881,-0.041041251,7,123,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
74,1.0,18.0,0,14,296,69207,7.0,2.0,6,18,6,0.0,7,4,1,859,0,14,141,92,1,289,0,14,401,82,1970,8.1,7.0,2.0,0.8807598146348846,3.0,3.0,0.18058881,-0.87218261,7,123,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,1.0,18.0,0,14,296,69214,3.0,2.0,9,26,6,0.0,7,4,1,859,0,14,141,92,1,1738,0,14,138,82,0,9.2,0.0,2.0,-1.513526165796655,3.0,3.0,0.18058881,-0.87218261,7,123,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
39,1.0,18.0,0,14,296,69214,3.0,,8,0,6,0.0,7,4,1,1792,3,2,138,92,1,3511,3,2,135,82,0,0.5,4.0,2.0,-2.311621492607169,0.0,2.0,-0.94753951,0.79010016,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
43,0.0,5.0,0,14,296,69221,6.0,,0,30,1,5.0,6,4,1,2140,0,14,275,92,1,4168,0,14,229,82,0,9.7,7.0,2.0,-2.083594256375593,4.0,3.0,0.18058881,-0.87218261,7,123,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
25,1.0,16.0,0,14,296,69221,6.0,,0,27,1,2.0,0,4,1,408,6,6,66,92,1,4501,0,10,44,82,2018,7.7,6.0,3.0,-1.28549892956508,4.0,4.0,0.18058881,-0.041041251,7,123,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
63,1.0,18.0,0,14,296,69221,6.0,1.0,0,30,1,1.0,6,4,1,49,1,26,8,92,1,2905,1,24,227,82,1978,7.6,6.0,2.0,-0.0883559393493102,3.0,3.0,0.18058881,1.6212416,7,123,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
29,2.0,19.0,0,14,296,69226,5.0,2.0,3,13,1,1.0,6,4,1,859,0,14,141,92,1,4681,0,14,295,82,1991,6.6,6.0,3.0,-0.8864512661598235,2.0,1.0,1.3087171,-0.87218261,7,123,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
33,2.0,21.0,0,14,296,69226,7.0,,0,1,6,0.0,7,4,1,223,2,1,33,92,1,397,2,1,32,82,0,5.0,7.0,3.0,-0.4303967936966728,2.0,4.0,-0.94753951,0.79010016,7,123,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
54,2.0,20.0,0,14,296,69231,6.0,1.0,0,11,6,0.0,7,4,1,796,10,27,118,92,1,1611,10,27,115,82,1967,9.5,6.0,2.0,0.3106917240559465,2.0,3.0,1.3087171,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
49,1.0,18.0,0,14,296,69234,5.0,2.0,3,13,1,1.0,6,4,1,536,0,32,143,92,1,1091,0,32,140,82,1999,5.0,6.0,2.0,0.1966781059401588,1.0,3.0,0.18058881,0.79010016,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
66,0.0,7.0,6,6,32,69239,3.0,1.0,4,8,1,0.0,6,4,0,2513,16,38,404,67,0,4876,16,38,401,60,2014,2.0,4.0,3.0,0.1966781059401588,2.0,3.0,-2.0756679,1.6212416,9,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
55,2.0,19.0,6,6,32,69239,4.0,1.0,10,28,6,0.0,7,4,1,859,0,14,141,92,1,2936,6,6,31,82,2005,6.2,6.0,2.0,-1.171485311449292,1.0,2.0,1.3087171,-0.87218261,9,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
41,1.0,18.0,6,6,32,69239,5.0,1.0,0,30,1,1.0,6,4,1,859,0,14,141,92,1,2562,0,14,295,82,0,8.0,4.0,2.0,-0.3163831755808856,2.0,2.0,0.18058881,0.79010016,9,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
28,1.0,16.0,0,14,296,69314,3.0,,9,5,6,0.0,7,4,1,804,13,29,137,92,1,1628,13,29,134,82,2010,6.8,2.0,3.0,0.7097393874612034,3.0,2.0,-0.94753951,1.6212416,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
30,2.0,20.0,0,14,296,69412,3.0,1.0,10,28,1,1.0,2,4,1,468,0,14,298,92,1,3216,6,6,252,82,2016,7.8,6.0,2.0,1.336814287098035,1.0,3.0,-0.94753951,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
54,1.0,18.0,6,6,253,69412,5.0,2.0,9,5,6,0.0,7,4,1,1141,9,17,183,92,1,2314,9,17,180,82,2004,7.0,4.0,1.0,0.4817121512296279,0.0,4.0,1.3087171,-0.87218261,9,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
55,1.0,13.0,0,14,230,69412,2.0,3.0,4,39,1,1.0,6,4,1,859,0,14,141,92,1,1738,0,14,138,82,0,4.1,2.0,3.0,-0.6584240299282483,2.0,3.0,-0.94753951,-0.041041251,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
50,1.0,17.0,0,14,230,69427,5.0,2.0,3,13,1,1.0,6,4,1,1373,0,32,197,92,1,2683,0,32,194,82,2019,8.2,4.0,1.0,0.0256576787664775,2.0,3.0,0.18058881,-0.041041251,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
55,1.0,18.0,0,14,230,69429,4.0,3.0,4,43,6,0.0,7,4,1,294,10,16,295,92,1,4055,10,16,211,82,2001,7.6,6.0,1.0,-0.0883559393493102,0.0,4.0,0.18058881,0.79010016,7,123,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
62,2.0,21.0,6,11,117,69435,6.0,1.0,4,8,1,1.0,0,4,1,602,6,11,404,92,1,1238,6,11,102,82,1958,8.7,6.0,2.0,0.1966781059401588,3.0,2.0,0.18058881,-0.87218261,13,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
70,0.0,9.0,0,14,296,69469,6.0,2.0,10,28,6,0.0,7,4,1,223,2,1,33,92,1,397,2,1,32,82,1985,1.0,6.0,3.0,-1.114478502391399,3.0,2.0,1.3087171,-0.87218261,7,123,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
19,2.0,21.0,0,14,296,69469,4.0,,10,28,1,2.0,6,4,1,859,0,14,141,92,1,2671,0,14,208,82,0,8.5,7.0,3.0,-1.057471693333505,4.0,2.0,1.3087171,-0.87218261,7,123,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
28,2.0,19.0,0,14,296,69469,2.0,,1,4,6,0.0,7,4,1,1751,3,2,279,92,1,3421,3,2,276,82,2000,8.0,0.0,2.0,1.051780241808566,2.0,3.0,-0.94753951,0.79010016,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
65,1.0,13.0,0,14,296,69469,3.0,1.0,3,3,1,0.0,6,4,1,859,0,14,141,92,1,4568,0,14,295,82,1956,7.0,6.0,2.0,1.450827905213823,3.0,3.0,0.18058881,0.79010016,7,123,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
65,1.0,16.0,0,14,296,69469,5.0,,10,28,1,1.0,6,4,1,223,2,1,33,92,1,1786,0,14,295,82,1962,8.2,7.0,2.0,-0.0883559393493102,2.0,2.0,-0.94753951,-0.041041251,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39,2.0,19.0,0,14,296,69469,6.0,1.0,6,18,1,1.0,6,4,1,1364,0,14,298,92,1,2671,0,14,208,82,0,8.6,7.0,2.0,0.4247053421717343,3.0,2.0,-0.94753951,-0.87218261,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
50,1.0,17.0,6,6,32,69483,6.0,,0,11,1,1.0,0,4,1,2342,0,14,298,92,1,4452,6,6,31,82,1971,2.1,0.0,3.0,-0.6584240299282483,4.0,4.0,-0.94753951,-0.87218261,9,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
63,1.0,17.0,6,6,32,69483,5.0,3.0,10,28,1,1.0,0,4,1,1364,0,14,211,92,1,4403,6,6,31,82,1957,7.1,6.0,3.0,-1.228492120507186,3.0,2.0,0.18058881,-0.87218261,9,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
60,1.0,15.0,6,6,32,69483,3.0,,10,28,6,1.0,7,4,1,859,0,14,141,92,1,4568,0,14,295,82,2020,7.3,4.0,3.0,1.336814287098035,4.0,3.0,0.18058881,-0.041041251,9,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
67,0.0,11.0,6,6,32,69488,5.0,2.0,7,6,1,1.0,0,4,1,1364,0,14,211,92,1,2671,0,14,208,82,0,5.0,6.0,3.0,0.2536849149980525,3.0,3.0,-0.94753951,-0.041041251,9,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
33,2.0,20.0,6,6,32,69488,6.0,,6,21,1,1.0,6,4,1,502,15,33,86,92,1,1180,15,33,376,82,2018,8.2,6.0,1.0,1.051780241808566,2.0,3.0,0.18058881,-0.87218261,9,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
59,1.0,18.0,6,6,32,69488,5.0,,4,8,1,0.0,6,4,1,2342,0,14,298,92,1,471,6,6,31,82,1967,3.5,6.0,2.0,-0.3733899846387793,3.0,3.0,-0.94753951,-0.87218261,9,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
56,1.0,18.0,0,14,296,69493,4.0,,9,35,1,0.0,0,4,1,1320,10,38,198,92,1,2598,10,38,195,82,1972,5.0,2.0,2.0,1.051780241808566,2.0,3.0,-0.94753951,-0.041041251,7,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
58,1.0,18.0,0,14,296,69493,5.0,2.0,4,8,1,0.0,6,4,1,193,1,25,29,92,1,341,1,25,28,82,1985,6.9,6.0,3.0,0.0256576787664775,3.0,4.0,0.18058881,-0.041041251,7,123,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
52,1.0,15.0,0,14,296,69493,5.0,2.0,4,43,1,0.0,0,4,1,859,0,14,141,92,1,1667,0,14,295,82,0,4.9,4.0,2.0,-0.0313491302914166,2.0,3.0,-0.94753951,0.79010016,7,123,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
48,2.0,19.0,0,14,296,69502,6.0,2.0,9,26,1,1.0,6,4,1,2342,0,14,298,92,1,1786,0,14,295,82,0,7.8,6.0,1.0,0.7667461965190969,3.0,3.0,0.18058881,-0.041041251,7,123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
30,1.0,16.0,0,14,296,69502,5.0,,8,44,1,5.0,4,4,0,2513,16,38,404,61,1,4660,6,11,181,82,2019,1.0,6.0,3.0,0.1396712968822652,2.0,2.0,1.3087171,-0.87218261,7,123,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
69,0.0,8.0,0,14,296,69502,2.0,,7,31,1,0.0,0,4,1,1220,0,14,298,92,1,1786,0,14,295,82,0,3.9,6.0,3.0,-1.114478502391399,3.0,2.0,0.18058881,-0.87218261,7,123,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
56,1.0,18.0,0,14,296,69502,3.0,1.0,3,13,1,1.0,0,4,1,2342,0,14,298,92,1,4568,0,14,295,82,0,7.5,6.0,3.0,-2.026587447317699,3.0,4.0,0.18058881,0.79010016,7,123,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
21,2.0,20.0,0,14,296,69502,4.0,,10,28,1,2.0,6,4,1,2342,0,14,298,92,1,1786,0,14,295,82,0,9.4,6.0,3.0,0.4247053421717343,3.0,2.0,1.3087171,-0.87218261,7,123,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
65,0.0,7.0,6,6,32,69509,2.0,,10,28,6,0.0,7,4,1,1725,6,6,255,92,1,3353,6,6,252,82,0,1.0,6.0,1.0,-1.570532974854549,1.0,4.0,-0.94753951,0.79010016,9,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
42,1.0,17.0,6,6,32,69509,4.0,2.0,7,44,1,2.0,0,4,2,2513,16,38,404,92,2,4876,16,38,401,82,2017,9.0,6.0,3.0,-0.8864512661598235,2.0,4.0,1.3087171,-0.87218261,9,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
